node_i,node_j,exact_energy,projected_energy,residual_norm,reachable_rank
5,42,inf,123.20357070607014,0.00022787846255203676,14
5,43,inf,82.57068945253909,0.00024332176276998952,14
5,44,inf,77.84484227155092,0.00021816104912381174,14
5,45,inf,47.414954782422996,0.0002212440089377954,14
5,46,inf,757.439153442105,0.00021890520156703317,14
5,47,inf,18577.721935670987,0.0002207093909775064,14
5,48,inf,1475.0219545902503,0.00022314552539048029,14
5,49,inf,865.0998521547955,0.00023269866183017355,14
5,50,inf,340.30847089956023,0.00025998968977771663,14
5,51,inf,247.65305554691955,0.00026290555357486825,14
5,52,inf,104.48928576668231,0.0002483986555892272,14
5,53,inf,1446.252686315231,0.00023876123002183222,15
5,54,inf,1682.7309194935126,0.00025344142130261836,14
5,55,inf,12063.734330410352,0.0002676283704870936,14
5,56,inf,8292.94139662539,0.0003372324221007159,14
5,57,inf,3999.6823854104982,0.0002889229568592086,14
5,58,inf,549.5630238661993,0.0002577218314322056,14
5,59,inf,253.60254551521666,0.0002384214538436541,14
5,60,inf,199.735092365521,0.00024662929396633055,14
5,61,inf,300.4209355829645,0.0002341681257623078,14
5,62,inf,3074.5216553294426,0.00025024755259931607,14
5,63,inf,18711.117168911438,0.00029466041613480264,14
6,7,inf,36515.34255684849,0.0008851078548373779,13
6,8,inf,93529.03905466852,0.0008196572022426883,14
6,9,inf,15669.712887545544,0.000792650101579131,14
6,10,inf,3821.2518775359877,0.0006938853458525148,14
6,11,inf,128348.03247222152,0.0004032903161580593,15
6,12,inf,24967.19067472426,0.0005095027944545784,14
6,13,inf,22994.81230525826,0.0006289896184649745,14
6,14,inf,16270.36254129635,0.000761867074608141,13
6,15,inf,30463.19139342786,0.0008443816801991608,13
6,16,inf,31146.75343516394,0.0007460300378274075,14
6,17,inf,14775.40688145075,0.0006399248708908161,14
6,18,inf,113343.2530658887,0.00037248081981788584,15
6,19,inf,30082.246385896942,0.000273193820167198,15
6,20,inf,56578.406109137984,0.0002856480159459866,15
6,21,inf,114289.89434399172,0.00036843271733353293,15
6,22,inf,17584.353166680907,0.0005931725034588522,14
6,23,inf,111226.29172123576,0.0006609043957911003,14
6,24,inf,20729.136643763297,0.000600994399678679,14
6,25,inf,13395.04500306942,0.0004595840181008384,14
6,26,inf,22840.77377070513,0.0002541768622458333,15
6,27,inf,3619.2745907269023,0.00024208824180246976,15
6,28,inf,4536.3321926451235,0.0002575396063006028,15
6,29,inf,18720.471685992015,0.0002541961458775576,15
6,30,inf,13976.900266084263,0.0003764532065042779,14
6,31,inf,70873.52802574003,0.0005007743210240153,14
6,32,inf,12462.390671636926,0.0003967657970228364,14
6,33,inf,5707.693556613621,0.000310300938392839,14
6,34,inf,13392.61197010057,0.0002393952631073692,15
